"GENE_SYMBOL","TCGA-DA-A3F2","TCGA-FR-A3YN","TCGA-FR-A3YO","TCGA-FR-A8YD","TCGA-GN-A8LK","TCGA-QB-AA9O","TCGA-WE-A8K5","TCGA-WE-AAA0"
"CAMK1",261,347,297,75,150,173,116,150
"CAMK1D",1097,341,82,178,98,76,320,339
"CAMK1G",120,91,582,150,3987,15,58,28
"CAMK2A",17,44,239,125,47,10,102,48
"CAMK2B",7,12,55,11,78,13,17,30
"CAMK2D",473,3535,457,970,272,1222,3239,2480
"CAMK2G",400,1182,502,693,369,339,848,1580
"CAMK2N1",824,1331,77,564,1299,1069,1144,219
"CAMK2N2",21,18,88,19,44,12,14,7
"CAMK4",61,442,275,76,53,70,63,230
"CAMKK1",375,688,607,373,957,66,462,1023
"CAMKK2",1551,4041,1792,1497,2193,1412,3908,4670
"CAMKMT",111,332,176,164,461,186,253,423
"CAMKV",1,1,1,12,5,27,0,112
"CAMLG",569,2184,431,1162,1485,1135,1902,2603
"CAMP",44,2,15,2,0,19,1,12
"CAMSAP1",639,3745,1083,1588,866,778,2963,2504
"CAMSAP2",205,9415,331,1219,1203,496,3324,5135
"CAMSAP3",48,4,74,219,976,16,5,8
"CAMTA1",590,2273,1665,1064,4307,1192,1510,2100
"CAMTA2",2966,2676,3515,3355,4742,1935,2422,2591
"CAND1",706,9639,1580,1837,4364,1951,6933,7048
"CAND2",60,392,11,2699,639,116,770,89
"CANT1",2431,8886,12240,4100,2976,1359,2698,10823
"CANX",8128,63177,12610,31831,25788,6757,31112,47775
"CAP1",10129,54074,19466,14451,24072,8847,14402,37731
"CAP2",9,1091,43,810,2079,9,1263,3869
"CAPG",37191,58639,255592,3780,2443,2630,3004,55658
"CAPN1",11166,7129,11863,10985,15030,5232,7885,12454
"CAPN10",500,2104,1277,512,1568,1183,936,2055
"CAPN11",12,11,142,12,11,6,26,19
"CAPN12",3,113,54,13,19,162,14,145
"CAPN13",6,0,1,179,0,5,0,0
"CAPN14",0,304,4,15,44,3,1,6
"CAPN15",2784,2013,1561,1730,3277,1749,2691,3307
"CAPN2",4062,27250,5560,4087,8224,5228,9879,27694
"CAPN3",50,9310,4469,507,4041,665,3221,4429
"CAPN5",745,4337,2218,3525,2584,1760,2160,955
"CAPN6",3,2,4,51,0,32,1,96
"CAPN7",240,3313,646,452,756,546,2709,1823
"CAPN8",0,40,1,234,0,22,3,11
"CAPN9",0,43,0,30,2,11,2,1
"CAPNS1",23765,18097,31765,23939,34449,18430,18650,29435
"CAPNS2",1,9,0,5,6,1,2,2
"CAPRIN1",2748,19670,5951,9066,8224,5447,12741,20340
"CAPRIN2",125,2338,177,285,779,296,2175,935
"CAPS",170,2339,134,2052,379,863,1382,3338
"CAPS2",10,371,55,24,124,61,185,181
"CAPSL",3,0,0,58,0,0,1,0
"CAPZA1",1773,18466,2859,1739,3003,5522,6219,19938
"CAPZA2",555,9705,1118,1629,1995,1921,6651,5323
"CAPZA3",0,0,0,0,0,0,0,0
"CAPZB",12888,20649,17295,10036,24922,7100,12475,20634
"CARD10",593,72,291,2163,207,54,836,169
"CARD11",1880,489,47,145,15,202,346,729
"CARD14",48,1499,70,106,436,39,690,278
"CARD16",194,894,2309,119,168,495,662,406
"CARD17",0,7,1,2,0,3,3,3
"CARD18",0,0,0,0,0,0,0,0
"CARD6",399,978,170,78,69,407,830,726
"CARD8",662,1982,339,432,761,1834,1214,2632
"CARD9",643,214,93,137,40,186,213,166
"CARF",16,577,27,64,50,136,323,290
"CARHSP1",2119,1567,3692,2508,3392,1514,1854,2461
"CARKD",936,2169,3492,1763,1388,1896,3826,2741
"CARM1",2679,3843,6781,3621,5107,1908,3828,5279
"CARNS1",56,41,18,21,14,23,44,43
"CARS",1376,1902,3455,3223,6391,2782,2675,4210
"CARS2",1719,2758,7263,1954,1938,2320,2817,4796
"CARTPT",0,1,1,0,1,0,0,0
"CASC1",1,44,3,15,20,9,15,33
"CASC10",23,53,108,139,18,21,233,173
"CASC3",2682,18129,5076,4659,3960,1208,5470,5183
"CASC4",651,7919,699,303,518,1513,2858,4768
"CASC5",44,235,123,85,273,321,1491,792
"CASD1",137,4563,354,424,705,464,2252,851
"CASK",284,2816,408,410,810,411,1347,1629
"CASKIN1",3,5,245,344,298,13,211,3
"CASKIN2",1414,4223,3461,2373,1987,742,2506,4708
"CASP1",589,2174,5900,121,122,307,1534,1765
"CASP10",893,928,455,146,56,345,202,750
"CASP14",0,0,13,0,0,0,0,0
"CASP2",1399,7490,5809,8622,3532,1752,7637,3035
"CASP3",480,1657,586,417,772,696,2439,1927
"CASP4",1770,2204,1733,1141,886,2027,5269,2121
"CASP5",3,12,4,0,0,3,8,4
"CASP6",174,693,287,135,191,205,634,491
"CASP7",377,1289,173,276,446,291,705,1822
"CASP8",357,2657,686,262,279,1027,1407,1770
"CASP8AP2",39,595,72,110,291,276,1053,1354
"CASP9",487,1905,1150,390,1910,1323,641,1596
"CASQ1",1,90,19,1,15,10,7,6
"CASQ2",11,186,9,20,17,73,59,93
"CASR",5,0,2,0,0,0,0,1
"CASS4",147,62,13,43,3,21,55,56
"CAST",3166,14922,953,2454,6490,14699,5854,32085
"CASZ1",90,255,181,340,334,22,79,62
"CAT",1174,1827,2006,928,1762,1272,2580,6940
"CATIP",27,9,9,59,9,17,3,21
"CATSPER1",45,6,294,13,3,103,18,75
"CATSPER2",11,153,38,18,58,87,98,187
"CATSPER3",7,6,3,9,19,6,38,37
"CATSPER4",0,0,0,0,0,0,0,0
"CATSPERB",1,20,1358,3,9,14,3,4
"CATSPERD",0,1,0,15,1,0,1,1
"CATSPERG",36,53,41,56,24,60,10,62
"CAV1",2697,37395,3813,18227,3440,2549,23105,13958
"CAV2",191,6860,873,1306,1336,700,7486,2941
"CAV3",0,0,0,0,0,0,0,0
"CBFA2T2",639,3857,878,1182,1611,847,2330,1454
"CBFA2T3",886,70,105,83,138,16,72,221
"CBFB",493,5634,1125,742,1171,1410,3730,4743
"CBL",1146,2389,1897,1859,836,890,1862,1373
"CBLB",866,1853,1550,848,682,1547,745,1748
"CBLC",2,2,0,85,1,0,1,0
"CBLL1",384,4490,834,1858,1290,797,2250,978
"CBLN1",0,42,43,397,17,18,13,21
"CBLN2",2,0,0,1,0,12,6,5
"CBLN3",175,314,123,51,176,104,132,204
"CBLN4",7,0,0,1,0,0,12,0
"CBR1",949,7834,3216,3499,3656,2069,7798,7032
"CBR3",131,1689,741,1112,1074,1170,3285,1447
"CBR4",109,2321,152,461,400,364,1874,1524
"CBS",10,0,22,220,15,9,52,2
"CBWD1",54,266,45,205,207,242,320,278
"CBWD2",45,680,130,186,212,166,507,420
"CBWD3",1,26,8,5,11,18,23,44
"CBWD5",15,155,156,56,291,103,165,253
"CBWD7",4,96,15,23,100,84,142,168
"CBX1",698,9663,1448,2084,4933,1213,5193,4456
"CBX2",190,1450,1673,1269,1153,90,3019,1809
"CBX3",823,20949,2539,8437,7807,9562,33551,18041
"CBX4",1227,7506,4865,6791,4718,1530,4592,6529
"CBX5",1848,5442,1628,7441,2058,2279,18889,5207
"CBX6",2715,6570,2060,18974,3828,3293,4190,4578
"CBX7",1226,9438,838,1448,1427,971,917,2392
"CBX8",193,1386,1133,966,1316,464,1447,1706
"CBY1",302,1246,1302,1386,1052,836,1428,1132
"CBY3",1,11,0,11,5,0,17,18
"CC2D1A",1633,12429,4604,2413,4351,2584,2586,4724
"CC2D1B",1330,12755,7088,4376,6834,1927,4834,6150
"CC2D2A",189,3004,430,1036,1112,532,1060,1191
"CC2D2B",0,2,0,0,2,1,0,8
"CCAR1",338,3037,398,463,1407,1603,2868,4229
"CCAR2",2585,7546,6707,6918,6058,2139,6539,3721
"CCBE1",90,11,28,8,1,4,18,0
"CCBL1",162,488,456,182,264,104,263,474
"CCBL2",304,1826,347,562,298,342,1295,1736
"CCDC101",1033,472,436,1324,979,534,641,690
"CCDC102A",580,1080,373,672,529,369,885,752
"CCDC102B",50,248,106,68,72,41,103,251
"CCDC103",1,2,3,2,0,0,1,3
"CCDC105",0,0,0,0,0,0,0,0
"CCDC106",784,606,1940,1148,1716,1760,1219,1409
"CCDC107",364,354,268,524,493,403,302,672
"CCDC108",0,86,7,285,50,6,13,13
"CCDC109B",283,967,210,48,96,534,327,1240
"CCDC110",4,120,3,5,5,45,17,197
"CCDC112",41,284,29,84,143,614,511,1097
"CCDC113",17,678,115,272,162,127,30,531
"CCDC114",7,77,32,239,18,38,45,27
"CCDC115",1379,6605,4000,1188,2251,1818,2133,2493
"CCDC116",6,11,13,7,14,5,28,7
"CCDC117",42,294,28,27,46,30,38,90
"CCDC12",1242,1677,2256,1833,2828,1972,2544,2714
"CCDC120",334,592,361,575,979,233,318,515
"CCDC121",29,488,7,82,93,43,169,158
"CCDC122",8,226,9,51,68,118,247,214
"CCDC124",3118,4413,6759,5437,9499,4272,4197,5536
"CCDC125",46,969,41,294,213,404,423,1693
"CCDC126",15,1064,92,273,180,135,416,393
"CCDC127",574,2125,838,1774,1188,974,1519,1817
"CCDC129",1,0,0,3,0,6,270,0
"CCDC13",25,97,7,89,97,22,60,142
"CCDC130",596,1656,1130,780,2278,1221,1921,1907
"CCDC134",111,375,1119,780,297,317,277,173
"CCDC136",54,96,532,272,743,268,58,68
"CCDC137",810,3038,2335,1298,3123,1177,1920,3339
"CCDC138",9,269,34,31,170,106,379,273
"CCDC14",126,1797,233,586,977,871,5877,2448
"CCDC140",0,319,48,34,84,57,42,73
"CCDC141",17,288,36,1,0,6,13,23
"CCDC142",120,754,520,316,158,92,280,414
"CCDC144A",0,2,1,9,8,14,64,25
"CCDC144NL",0,5,0,0,0,0,0,1
"CCDC146",19,221,10,92,90,54,370,168
"CCDC148",0,146,5,3,13,6,11,39
"CCDC149",536,2992,386,218,722,445,527,721
"CCDC15",17,233,112,86,123,41,216,102
"CCDC150",4,34,14,20,128,81,282,124
"CCDC151",8,34,43,110,33,30,6,21
"CCDC152",33,26,1,2,3,144,15,29
"CCDC153",30,25,89,61,13,17,37,48
"CCDC154",11,309,3,44,240,43,246,259
"CCDC155",0,0,1,63,0,6,36,1
"CCDC157",56,238,208,98,182,83,117,221
"CCDC158",2,9,2,0,0,1,4,4
"CCDC159",601,839,1001,446,658,331,836,811
"CCDC160",0,1,0,1,4,1,40,9
"CCDC163P",151,428,258,75,211,115,36,252
"CCDC166",0,0,0,3,0,0,0,0
"CCDC167",618,769,1833,1595,3643,997,902,1404
"CCDC168",0,5,1,1,2,7,2,8
"CCDC169",0,84,0,56,11,9,3,86
"CCDC169-SOHLH2",0,0,0,1,0,1,1,0
"CCDC17",5,156,2,212,20,27,73,129
"CCDC170",45,47,1,44,0,11,57,58
"CCDC171",9,280,33,94,790,132,203,1536
"CCDC172",0,0,0,0,0,0,0,0
"CCDC173",0,37,2,17,11,1,5,16
"CCDC174",310,1468,521,614,1273,885,1520,1417
"CCDC175",0,0,0,0,0,0,0,1
"CCDC176",40,419,37,62,71,70,167,268
"CCDC177",1,0,4,5,44,1,0,0
"CCDC178",3,0,3,0,3,0,7,3
"CCDC179",0,1,0,6,0,1,47,2
"CCDC18",10,116,31,27,63,160,303,645
"CCDC180",1,35,2,27,43,3,18,31
"CCDC181",3,474,0,15,8,6,34,74
"CCDC182",0,0,0,0,0,0,0,0
"CCDC183",8,70,23,84,48,24,60,68
"CCDC184",66,113,48,40,81,1,1,72
"CCDC185",0,0,0,0,0,1,0,0
"CCDC186",86,410,49,137,231,169,355,937
"CCDC22",1527,2163,1975,2364,2173,996,1740,2673
"CCDC24",129,705,540,147,913,248,200,329
"CCDC25",364,2974,574,808,1104,766,1781,1652
"CCDC27",0,5,0,8,2,2,8,0
"CCDC28A",482,1529,394,250,938,354,821,1063
"CCDC28B",299,574,1407,273,1143,332,454,413
"CCDC3",539,132,528,84,392,24,153,181
"CCDC30",14,372,21,50,148,106,57,214
"CCDC33",1,1,0,95,1,0,0,1
"CCDC34",57,338,99,192,433,399,826,781
"CCDC36",38,154,80,139,0,3,13,187
"CCDC37",0,1,0,54,1,1,5,1
"CCDC38",0,12,2,0,4,0,0,5
"CCDC39",2,142,1,46,36,22,158,169
"CCDC40",63,690,48,287,297,73,227,864
"CCDC42",9,4,8,5,0,0,2,2
"CCDC42B",1,4,3,134,16,10,21,14
"CCDC43",159,4152,293,910,2287,842,1015,2085
"CCDC47",891,19926,1676,1626,3328,1587,5442,14836
"CCDC50",780,24786,1316,3972,2575,4319,11972,6848
"CCDC51",241,1139,2233,1676,1487,909,1478,1741
"CCDC53",337,1307,967,456,2628,1124,1016,1164
"CCDC54",0,8,0,1,3,2,1,1
"CCDC57",637,1858,2052,355,685,614,1413,2159
"CCDC58",40,539,586,249,515,506,736,591
"CCDC59",116,858,150,153,822,833,1248,1458
"CCDC6",758,2667,434,1114,1711,1230,1335,2652
"CCDC60",0,0,0,46,0,0,0,2
"CCDC61",496,628,694,552,789,558,616,694
"CCDC62",4,27,1,2,2,5,8,53
"CCDC63",0,0,1,0,6,0,0,0
"CCDC64",467,1056,406,109,1957,571,183,622
"CCDC64B",0,4,26,123,7,10,2,10
"CCDC65",37,135,14,153,30,43,89,139
"CCDC66",78,539,78,117,326,247,849,786
"CCDC67",1,0,0,2,0,0,3,0
"CCDC68",0,291,0,20,0,2,6,229
"CCDC69",4191,798,221,484,190,444,329,1090
"CCDC7",6,102,3,31,34,64,73,104
"CCDC70",0,0,3,0,0,1,0,0
"CCDC71",1105,1416,3115,1793,1589,703,1503,1859
"CCDC71L",397,5080,910,1471,1076,1761,6056,1186
"CCDC73",3,5,0,5,4,22,15,10
"CCDC74A",148,232,166,53,217,196,50,32
"CCDC74B",17,49,62,42,118,1,5,11
"CCDC77",100,552,168,262,480,292,845,708
"CCDC78",13,141,219,424,420,299,888,399
"CCDC79",0,15,1,1,2,0,9,8
"CCDC8",1315,339,109,149,7,959,703,54
"CCDC80",8959,857,489,404,151,464,5246,2920
"CCDC81",26,11,19,68,14,5,29,8
"CCDC82",88,1067,149,221,577,403,1159,869
"CCDC83",0,0,0,0,0,1,0,0
"CCDC84",81,270,291,147,253,323,935,379
"CCDC85A",13,7,6,11,3,1,5,14
"CCDC85B",1061,388,780,1443,1337,1976,2178,2723
"CCDC85C",208,1638,438,1033,559,648,1000,2027
"CCDC86",802,1869,3356,2882,4138,1565,2407,2817
"CCDC87",8,65,21,48,14,18,12,24
"CCDC88A",364,5636,337,176,996,1791,2504,5179
"CCDC88B",2600,662,452,238,373,489,942,1232
"CCDC88C",1833,625,117,820,304,856,321,660
"CCDC89",16,6,4,9,2,45,10,7
"CCDC9",1335,1295,2477,2036,2025,1501,1349,1549
"CCDC90B",180,1919,591,332,810,922,1532,1008
"CCDC91",102,1485,155,99,835,1053,1309,1565
"CCDC92",2413,2955,3623,2204,2070,1163,3320,3409
"CCDC93",549,4058,439,807,1865,673,2738,1947
"CCDC94",1159,907,1945,1411,2754,1227,1516,1798
"CCDC96",76,121,65,175,188,118,129,70
"CCDC97",2614,3445,3209,3001,2392,1306,2263,3487
"CCER1",0,0,0,0,0,0,0,0
"CCER2",2,5,0,1,2,12,24,23
"CCHCR1",553,2429,1924,2987,3598,1381,3312,4091
"CCIN",21,2,2,1,2,1,10,6
"CCK",0,0,0,0,0,0,0,0
"CCKAR",0,1,0,0,0,0,0,0
"CCKBR",1,0,2,1,0,2,0,0
"CCL1",0,0,1,0,1,0,1,0
"CCL11",146,5,32,9,0,7,37,1
"CCL13",31,93,150,8,3,61,21,731
"CCL14",156,10,26,6,1,1,15,26
"CCL15",1,0,0,4,1,0,0,1
"CCL15-CCL14",0,0,0,2,0,0,0,0
"CCL16",4,0,0,0,1,2,3,1
"CCL17",22,63,27,34,96,266,108,183
"CCL18",5431,603,3882,549,116,564,82,593
"CCL19",239,383,4,293,4,196,330,2536
"CCL2",1670,314,3084,603,76,671,559,994
"CCL20",4,59,431,10,71,53,8,50
"CCL21",7681,140,2,498,1,39,128,10941
"CCL22",878,40,101,54,0,127,64,475
"CCL23",33,5,28,3,0,2,16,7
"CCL24",18,3,3,1,0,3,3,55
"CCL25",20,1,2,5,0,0,1,3
"CCL26",17,1,3,4,7,5,5,13
"CCL27",0,0,0,0,0,0,0,0
"CCL28",25,1714,361,1502,774,895,1371,1885
"CCL3",2198,159,1873,124,41,379,163,256
"CCL3L3",512,38,963,1,6,63,69,44
"CCL4",1813,528,421,84,29,749,425,344
"CCL5",33388,4242,779,541,164,4176,2006,1158
"CCL7",9,1,146,28,2,31,4,16
"CCL8",148,97,96,15,11,60,151,163
"CCM2",4418,5546,3827,4469,3832,3053,5284,4397
"CCM2L",187,45,139,85,84,20,65,59
"CCNA1",5,22,14,11,14,1,39,15
"CCNA2",152,592,549,590,512,437,3443,1632
"CCNB1",387,1312,2624,2518,2269,1316,6384,3544
"CCNB1IP1",419,860,680,2565,2283,2692,4162,1726
"CCNB2",236,377,1364,616,2385,940,2784,1490
"CCNB3",5,330,16,17,31,4,13,101
"CCNC",235,2509,448,153,971,753,2062,2521
"CCND1",982,11230,62627,14962,45899,6194,16580,21583
"CCND2",2659,692,273,335,164,599,857,957
"CCND3",2985,9473,6576,3860,5189,4795,3868,10706
"CCNDBP1",1002,4179,2382,1334,1022,861,4733,4254
"CCNE1",143,510,755,381,676,313,876,355
"CCNE2",6,90,61,61,49,35,328,191
"CCNF",734,1045,2152,2377,2014,898,2394,1327
"CCNG1",406,8783,603,1766,1129,1076,11347,4316
"CCNG2",457,2299,309,467,592,372,2271,1922
"CCNH",197,1599,421,423,641,1282,1972,2567
"CCNI",8970,24754,8791,11949,13238,3233,18576,25881
"CCNI2",28,26,1,11,4,5,11,13
"CCNJ",63,489,42,125,314,276,420,612
"CCNJL",53,827,1007,238,291,216,495,1264
"CCNK",362,1475,833,1098,378,180,440,648
"CCNL1",294,2929,395,633,1451,914,5371,3986
"CCNL2",656,6583,792,1368,6314,2021,8172,7449
"CCNO",6,339,191,78,475,461,2,834
"CCNT1",202,3648,409,973,616,604,2394,2265
"CCNT2",84,3042,138,303,934,571,2154,1705
"CCNY",2018,3938,2460,2501,2658,2577,3970,5829
"CCNYL1",371,1333,331,328,433,360,752,1129
"CCP110",69,1075,90,157,286,282,680,1021
"CCPG1",200,971,231,100,634,569,457,2304
"CCR1",2048,690,563,273,28,312,288,313
"CCR10",91,29,7,229,55,348,35,38
"CCR2",656,277,35,34,2,111,160,102
"CCR3",7,2,1,0,0,0,2,1
"CCR4",96,63,8,20,0,11,84,85
"CCR5",2025,623,61,106,10,530,575,301
"CCR6",5,3,0,1,0,0,2,23
"CCR7",441,223,79,64,7,121,240,1183
"CCR8",9,34,0,2,1,2,11,13
"CCR9",2,12,0,0,0,0,0,4
"CCRL2",629,99,162,59,27,67,91,48
"CCS",1116,1213,2010,2039,3088,1123,2005,2086
"CCSAP",126,4243,275,181,982,992,1456,880
"CCSER1",5,246,3,17,31,16,4,265
"CCSER2",410,3331,305,699,1247,775,1390,4062
"CCT2",822,8592,3742,3419,7532,6473,11360,11501
"CCT3",5018,38656,24477,35522,31479,10762,32269,37790
"CCT4",1696,16231,8486,5778,8455,5133,11952,13253
"CCT5",1931,10617,6234,10719,9672,8844,13208,16734
"CCT6A",1621,28360,5755,15375,13456,9971,22901,13952
"CCT6B",28,300,17,87,63,42,402,62
"CCT7",6029,24251,32160,15782,21198,10265,19190,20737
"CCT8",2243,21060,6371,8092,6552,6264,14584,13336
"CCT8L2",0,0,0,0,0,0,0,0
"CCZ1",63,288,121,116,299,290,688,255
"CCZ1B",41,863,80,230,153,143,290,493
"CD101",230,49,61,37,37,36,141,33
"CD109",758,7336,2415,242,2202,4818,1232,18490
"CD14",26197,4868,5846,2106,336,4138,2472,2365
"CD151",4526,7558,21478,17933,27225,9921,8172,30536
"CD160",2,49,6,12,13,4,32,18
"CD163",5385,3353,2332,716,32,925,870,1210
"CD163L1",135,209,131,35,10,26,15,106
"CD164",2107,23071,4646,1913,6065,4584,9026,16129
"CD164L2",0,1,2,47,0,1,0,1
"CD177",2338,14,146,21,1,16,3,9
"CD180",1923,256,91,110,13,120,112,404
"CD19",560,89,2,35,2,56,15,856
"CD1A",3,73,57,8,0,1,15,36
"CD1B",17,3,0,8,0,1,24,33
"CD1C",130,22,6,17,3,10,40,214
"CD1D",131,58,13,10,18,37,60,108
"CD1E",102,13,3,13,0,1,46,74
"CD2",3065,1203,17,111,24,852,764,664
"CD200",232,468,178,91,303,420,3515,1583
"CD200R1",48,90,0,11,2,24,52,37
"CD200R1L",0,0,2,0,0,1,0,0
"CD207",5,10,68,34,7,23,23,36
"CD209",1053,367,107,142,21,62,114,244
"CD22",1239,573,463,207,561,70,1367,2424
"CD226",99,224,8,45,58,60,393,87
"CD24",49,51,3,335,15,39,21,555
"CD244",313,85,13,54,18,51,78,102
"CD247",1736,495,27,82,16,217,249,430
"CD248",12301,362,5212,767,794,750,4863,461
"CD27",5838,786,51,123,30,412,330,390
"CD274",96,840,55,79,35,145,243,184
"CD276",7034,8497,33201,13256,11926,2809,9445,22906
"CD28",168,275,10,19,22,52,100,273
"CD2AP",196,2148,233,938,1297,670,1952,2885
"CD2BP2",3465,5700,5607,3494,6329,3985,3983,5175
"CD300A",1892,274,389,214,45,229,255,273
"CD300C",622,59,331,52,4,43,78,39
"CD300E",16,26,282,27,8,82,34,66
"CD300LB",334,19,43,47,5,19,16,21
"CD300LD",0,0,1,0,3,0,1,0
"CD300LF",913,141,169,65,3,104,83,98
"CD300LG",6,6,8,2,26,0,8,0
"CD302",97,761,40,22,86,23,82,211
"CD320",1551,6130,11461,7654,7153,3267,6453,4270
"CD33",620,169,141,57,7,73,162,70
"CD34",3498,524,3776,1043,1597,290,1806,1151
"CD36",974,169,323,279,772,136,349,199
"CD37",10454,1006,811,633,116,569,995,2377
"CD38",1937,357,6,99,8,352,209,380
"CD3D",1873,475,20,89,12,513,333,537
"CD3E",10186,1762,92,300,61,1024,827,1265
"CD3EAP",90,458,325,281,382,445,491,422
"CD3G",476,368,10,29,1,77,186,314
"CD4",21446,3766,1257,1742,189,1742,3063,1884
"CD40",1362,2145,557,312,69,371,632,707
"CD40LG",99,30,8,22,1,18,20,133
"CD44",8819,70644,19955,43381,23881,27529,71137,125559
"CD46",542,13848,697,2778,2077,2345,4239,11107
"CD47",1082,9749,1770,3102,1695,2047,6010,5436
"CD48",1501,967,182,134,12,374,458,1028
"CD5",1629,540,32,124,10,174,253,483
"CD52",4702,721,546,404,63,877,689,1579
"CD53",7474,1968,1067,558,56,1028,1458,2219
"CD55",823,11572,1883,2121,1369,1354,2215,4082
"CD58",81,3511,255,182,140,949,874,4289
"CD59",7490,101839,52292,34000,13222,15728,44349,58775
"CD5L",17,2906,161,3,8,70,0,73
"CD6",2559,604,42,169,50,367,424,800
"CD63",50759,208971,274361,155803,101212,69660,230940,153325
"CD68",426,60,510,75,144,172,78,44
"CD69",80,206,6,9,1,60,83,649
"CD7",4156,774,65,141,38,922,226,511
"CD70",104,22,34,6,16,75,24,29
"CD72",767,303,68,131,16,254,364,490
"CD74",688409,188496,25492,40959,4444,146752,149359,68951
"CD79A",15349,542,14,386,214,695,110,2573
"CD79B",2371,234,557,77,55,251,70,1461
"CD80",50,39,9,3,1,22,18,58
"CD81",48362,36633,111807,81972,93272,20542,50843,75205
"CD82",5311,4846,15508,1206,1867,433,1783,2313
"CD83",1947,2695,10622,847,1643,398,2083,2435
"CD84",1917,1035,122,222,22,313,488,429
"CD86",1345,578,138,133,16,429,399,358
"CD8A",6476,2493,26,188,59,1310,1018,423
"CD8B",1701,715,5,28,13,298,190,88
"CD9",3224,9224,3060,2244,12673,3245,8241,20189
"CD93",2901,1340,3793,1178,651,238,1468,1682
"CD96",831,536,31,62,10,221,240,277
"CD99",24685,31129,41437,23600,25154,5015,26345,19983
"CD99L2",4010,7127,11450,4160,5072,1853,5906,5854
"CDA",121,32,214,11,71,37,24,26
"CDADC1",41,483,121,121,272,266,532,541
"CDAN1",369,1548,1188,425,782,404,1395,885
"CDC123",829,2188,1183,1422,2314,3005,3779,4595
"CDC14A",35,1001,21,47,50,113,229,569
"CDC14B",176,1487,314,480,493,109,1519,2103
"CDC16",969,7770,5830,2256,6395,8220,5102,8239
"CDC20",1054,1329,5816,2295,3822,1001,3360,3590
"CDC20B",0,3,5,21,1,2,1,1
"CDC23",519,2874,684,1773,1017,840,2333,2437
"CDC25A",127,303,1973,1039,1007,600,1397,625
"CDC25B",3457,4154,8766,12497,7700,5151,10104,11188
"CDC25C",42,105,171,285,177,217,493,243
"CDC26",135,502,255,206,209,192,273,385
"CDC27",536,11506,961,720,2236,1256,3486,2829
"CDC34",1643,2376,3999,3634,7415,3596,4446,4988
"CDC37",5686,9431,14032,11043,16518,8446,12647,17062
"CDC37L1",132,573,76,220,250,402,428,423
"CDC40",103,1641,121,135,416,174,630,1317
"CDC42",3451,26356,3557,4894,8203,4347,8938,20816
"CDC42BPA",377,10366,383,1055,4054,1077,4096,5808
"CDC42BPB",2926,11617,4130,5991,4333,2672,6960,10232
"CDC42BPG",29,246,195,584,681,286,27,293
"CDC42EP1",4178,244,2645,9139,6193,937,9629,583
"CDC42EP2",740,43,487,263,261,311,254,171
"CDC42EP3",518,8584,654,1024,10534,998,6328,1493
"CDC42EP4",337,9376,1798,2956,652,608,5144,3375
"CDC42EP5",490,30,477,288,73,215,406,95
"CDC42SE1",2170,12799,14664,7808,7306,3712,7656,11065
"CDC42SE2",939,2970,338,732,1011,898,2638,3002
"CDC45",113,379,1651,2147,1210,683,2620,1038
"CDC5L",423,4184,818,2164,3400,1868,4341,4001
"CDC6",199,1248,1699,1502,1852,842,2895,1487
"CDC7",55,2128,100,230,196,225,1610,1172
"CDC73",229,5036,510,736,935,524,2202,3165
"CDCA2",66,543,372,265,1646,192,520,772
"CDCA3",217,283,1813,858,1625,811,2105,997
"CDCA4",273,1151,2211,1493,1769,1816,3344,3976
"CDCA5",334,487,2624,1730,1785,1191,3186,1907
"CDCA7",39,86,509,719,362,133,1802,481
"CDCA7L",317,1252,662,2223,893,47,2310,686
"CDCA8",328,1057,3029,1241,2296,538,2417,1722
"CDCP1",714,298,477,293,175,242,199,132
"CDCP2",5,0,2,1,3,0,0,4
"CDH1",59,47814,1114,1349,2840,3755,48,6566
"CDH10",0,1,2,1,1,0,0,1
"CDH11",6274,653,229,191,81,271,5371,543
"CDH12",0,1,2,3,0,1,2,0
"CDH13",222,113,1015,74,246,76,257,216
"CDH15",14,95,624,393,5,25,1441,109
"CDH16",1,0,0,0,0,0,0,0
"CDH17",4,1,6,4,4,3,50,6
"CDH18",2,0,0,1,1,1,0,10
"CDH19",3,18754,159,444,134,1837,2939,14784
"CDH2",20,739,440,1037,14,4,1585,2517
"CDH20",0,0,1,0,0,1,5,2
"CDH22",2,0,0,1,3,0,2,2
"CDH23",414,26,76,59,25,20,102,49
"CDH24",216,84,533,255,112,89,499,137
"CDH26",0,76,7,15,13,0,21,13
"CDH3",42,820,4679,16258,13781,1085,1744,212
"CDH4",12,56,75,59,177,59,53,48
"CDH5",2837,508,3305,1328,972,188,1076,769
"CDH6",108,45,57,29,123,16,100,64
"CDH7",0,42,7,219,5,25,0,444
"CDH8",8,0,5,20,4,0,16,8
"CDH9",0,0,0,0,0,0,0,2
"CDHR1",32,46,1,185,23,7,186,8
"CDHR2",2,44,9,361,26,11,116,30
"CDHR3",7,177,48,395,157,51,80,176
"CDHR4",1,5,0,176,0,1,1,1
"CDHR5",0,1,4,2,2,0,6,0
"CDIP1",2631,2456,9590,5631,6674,1358,1207,1985
"CDIPT",5037,7423,7163,4931,6295,6668,4146,7655
"CDK1",95,468,475,816,1284,1676,2532,1948
"CDK10",786,2074,1362,1419,817,782,2871,2589
"CDK11A",57,920,123,133,823,161,260,475
