"GENE_SYMBOL","GSM6935515--Patient1","GSM6935517--Patient3","GSM6935519--Patient4","GSM6935521--Patient14","GSM6935523--Patient16","GSM6935524--Patient18","GSM6935525--Patient19","GSM6935526--Patient20","GSM6935527--Patient21","GSM6935529--Patient23","GSM6935530--Patient24","GSM6935532--Patient25","GSM6935533--Patient27","GSM6935534--Patient28","GSM6935536--Patient31"
"CHD4",24156,20232,26451,10960,23518,31583,50664,103559,27573,60356,96620,29846,26992,31909,7436
"CHD5",7,10,14,45,1,4,3,34,1,2,8,16,17,8,28
"CHD6",9866,6134,9155,5411,7256,8471,10373,39586,17643,16051,13342,11151,11124,12398,6469
"CHD7",4307,7113,9399,10158,8644,18019,10444,36063,8021,13596,14265,9373,6700,12007,5043
"CHD8",9526,7854,11205,3725,11797,14297,19326,38797,8909,20141,27689,15226,12393,17670,7055
"CHD9",6760,6585,8338,2554,10515,17753,14419,27714,7988,13129,8218,13307,18395,17196,4442
"CHDH",4152,193,485,277,1109,81,153,2637,393,1303,3835,85,304,470,119
"CHEK1",572,934,1548,308,1682,2210,2025,6539,1776,5390,2514,1581,379,2386,840
"CHEK2",471,545,942,322,715,741,1544,3980,582,1025,860,778,801,1740,1438
"CHERP",4097,4231,4605,2516,3449,5347,5453,9742,7237,6772,5492,3434,2924,5116,1569
"CHFR",4885,2254,4042,1082,2436,2710,3793,5461,4190,4022,3751,2115,4841,5391,2346
"CHGA",1,23,0,3,1,0,0,73,0,0,0,0,30,3,7
"CHGB",12,412,92,34,1,6,36,268,11,2,1,11,6,42,0
"CHI3L1",8908,4137,767,708,2885,8080,71,981,7524,3421,10209,717,7976,26046,170
"CHI3L2",347,91,2260,72,19,604,339,398,150,21,636,107,414,2519,28
"CHIA",0,0,0,0,0,0,0,11,149,0,1,31,0,0,0
"CHIC1",552,502,671,139,464,1354,1740,1039,654,970,2124,890,1171,1235,474
"CHIC2",614,686,1121,531,985,878,609,1319,522,902,1136,593,1019,1376,912
"CHID1",1447,1621,1925,840,2550,4200,3866,6438,3247,2214,2600,2257,2773,3176,897
"CHIT1",474,871,1069,78,255,1181,46,1085,138,54,82,102,75,19065,19
"CHKA",501,282,1711,624,1326,2194,3907,2321,1981,2691,1721,2834,945,1060,347
"CHKB",398,181,330,55,138,160,125,971,187,201,109,179,431,491,184
